Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car
XUV500 W10,1090000,144933,Individual,2179.0,138.0,330 Nm @ 1600 rpm,7.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
City 1.5 S MT,275000,80000,Individual,1497.0,118.0,146@4600,5.0,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Etios 1.2 G,434999,32545,Individual,1197.0,79.0,104 Nm @ 3100 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Tucson GL 2WD AT Diesel,2089999,31000,Individual,1995.0,182.0,400 Nm @ 1750 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Swift DZire VDI,500000,50000,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Swift DZire VDI,400000,65000,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
i10 Era 1.1 iRDE2 [2010-2017],225000,26000,Individual,1086.0,68.0,99.08 Nm @ 4500 rpm,5.0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
XUV300 1.5 W6 [2019-2020],965000,27000,Individual,1497.0,115.0,300 Nm @ 1500 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Creta E Plus 1.4 CRDI,825000,62000,Individual,1396.0,89.0,224 Nm @ 1500 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Santro GL Plus,254999,17000,Individual,1086.0,62.0,96 Nm @ 3000 rpm,5.0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Bolero SLE BS IV,525000,39234,Individual,2523.0,63.0,195 Nm @ 1400 rpm,7.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Ecosport Trend 1.5 TDCi,285000,72000,Individual,1498.0,89.0,204 Nm @ 2000 rpm,5.0,11,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Beat LT Diesel,229999,41215,Individual,936.0,58.0,150 Nm @ 1750 rpm,5.0,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
XC40 T4 R-Design,4400000,16519,Corporate,1969.0,187.0,300 Nm @ 1300 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Alto VXi,200000,51000,Individual,998.0,67.0,90 Nm @ 3500 rpm,5.0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Vitara Brezza ZDi Plus AGS,1011000,74179,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
GLC 220d 4MATIC Progressive [2019-2021],6500000,13000,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
S-Cross Alpha 1.6,1063000,31056,Individual,1598.0,118.0,320 Nm @ 1750 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Ertiga VXI AT,675000,49148,Individual,1373.0,94.0,130 Nm @ 4000 rpm,7.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
E-Class E 220 d Avantgarde,7475000,13000,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
GLC 220d 4MATIC Progressive,7000000,19000,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Q5 2.0 TDI quattro Premium,2175000,152000,Individual,1968.0,174.0,380 Nm @ 1750 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
City VX CVT,690000,59000,Individual,1497.0,117.0,145 Nm @ 4600 rpm,5.0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
A3 35 TDI Technology + Sunroof,1525000,32000,Individual,1968.0,141.0,320 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Accord 2.4 AT,475000,72000,Individual,2354.0,178.0,222 Nm @ 4300 rpm,5.0,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Verna SX Plus 1.6 CRDi AT,1123000,80000,Individual,1582.0,126.0,260 Nm @ 1500 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ertiga ZXi AT,990000,21894,Individual,1462.0,103.0,138 Nm @ 4400 rpm,7.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5-Series 530d M Sport [2013-2017],5250000,21000,Individual,2993.0,258.0,560 Nm @ 1500 rpm,5.0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Amaze 1.5 VX i-DTEC,515000,63587,Individual,1498.0,99.0,200 Nm @ 1750 rpm,5.0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Ciaz Delta Hybrid 1.5 AT [2018-2020],850000,32000,Individual,1462.0,103.0,138 Nm @ 4400 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Vitara Brezza VDi,865000,53694,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Swift DZire VDi,365000,140000,Individual,1248.0,75.0,190@2000,5.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
GL-Class 350 CDI,3390000,91100,Individual,2987.0,258.0,619 Nm @ 1600 rpm,7.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
A6 2.0 TDI Premium Plus,1450000,58000,Individual,1968.0,177.0,380 Nm @ 1750 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
i20 Asta 1.4 CRDI,434999,76148,Individual,1396.0,90.0,220@1750,5.0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Scorpio S2,650000,104000,Individual,2523.0,75.0,200 Nm @ 1400 rpm,8.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
